SKU,BaseCode,Name,BaseCurve,BridgeSize,EyeSize,TempleSize,VerticalSize,AsianFitIndicator,AutomaticPlusOption,AvailabilityAsMauiPlano,AvailabilityAsMauiReader,ImageUrl,FrameColor,LensColor,LensGradient,LensMaterial,ReaderPower,StockLevel,StockStatus
MR327-072,MM327,GUARDRAILS,6,16,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/327/MM327-021_front.jpg,Metallic Gloss Copper,MAUIGreen®,Full Mirror,Readers,2.5,999,inStock
MM405-003,MM405,MAKAHA,8,15,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/405/MM405-003_front.jpg,Gloss Black,Maui HT™,Bi-Gradient,MauiBrilliant,0,820,inStock
MM405-007,MM405,MAKAHA,8,15,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/405/MM405-007_front.jpg,Tortoise,Maui HT™,Bi-Gradient,MauiBrilliant,0,820,inStock
MM405-008,MM405,MAKAHA,8,15,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/405/MM405-008_front.jpg,Tortoise,Maui Rose®,Bi-Gradient,MauiBrilliant,0,328,inStock
MM405-009,MM405,MAKAHA,8,15,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/405/MM405-009_front.jpg,Gloss Black,Blue Hawaii,Full Mirror,Polycarbonate,0,820,inStock
MM405-010,MM405,MAKAHA,8,15,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/405/MM405-010_front.jpg,Gloss Black,HCL® Bronze,Bi-Gradient,MauiPure,0,820,inStock
MM405-015,MM405,MAKAHA,8,15,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/405/MM405-015_front.jpg,Tortoise,Neutral Grey,Bi-Gradient,MauiPure,0,820,inStock
MM405-017,MM405,MAKAHA,8,15,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/405/MM405-017_front.jpg,Gloss Black,MAUI Sunrise,Full Mirror,MauiBrilliant,0,820,inStock
MM405-018,MM405,MAKAHA,8,15,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/405/MM405-018_front.jpg,Tortoise,MAUI Sunrise,Full Mirror,MauiBrilliant,0,820,inStock
MM405-019,MM405,MAKAHA,8,15,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/405/MM405-019_front.jpg,Gloss Black,HAWAII LAVA™,Full Mirror,MauiBrilliant,0,820,inStock
MM405-020,MM405,MAKAHA,8,15,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/405/MM405-020_front.jpg,Tortoise,HAWAII LAVA™,Full Mirror,MauiBrilliant,0,328,inStock
MM405-022,MM405,MAKAHA,8,15,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/405/MM405-022_front.jpg,Gloss Black,MAUIGreen®,Full Mirror,MauiBrilliant,0,820,inStock
MM405-023,MM405,MAKAHA,8,15,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/405/MM405-023_front.jpg,Tortoise,MAUIGreen®,Full Mirror,MauiBrilliant,0,328,inStock
MM407-0017,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-0017_front.jpg,Smoke Grey,Maui HT™,Bi-Gradient,MauiPure,0,16076,inStock
MM407-003,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-003_front.jpg,Gloss Black,Maui HT™,Bi-Gradient,MauiPure,0,16076,inStock
MM407-005,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-005_front.jpg,Gloss Black,Maui Rose®,Bi-Gradient,MauiPure,0,16076,inStock
MM407-008,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-008_front.jpg,Tortoise,Maui HT™,Bi-Gradient,MauiPure,0,16076,inStock
MM407-010,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-010_front.jpg,Tortoise,Neutral Grey,Bi-Gradient,MauiPure,0,16076,inStock
MM407-011,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-011_front.jpg,Tortoise,HCL® Bronze,Bi-Gradient,MauiPure,0,16076,inStock
MM407-012,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-012_front.jpg,Gloss Black,Blue Hawaii,Full Mirror,MauiPure,0,16076,inStock
MM407-013,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-013_front.jpg,Smoke Grey,Neutral Grey,Bi-Gradient,MauiPure,0,16076,inStock
MM407-014,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-014_front.jpg,Smoke Grey,HCL® Bronze,Bi-Gradient,MauiPure,0,16076,inStock
MM407-015,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-015_front.jpg,Smoke Grey,Maui Rose®,Bi-Gradient,MauiPure,0,16076,inStock
MM407-016,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-016_front.jpg,Tortoise,Blue Hawaii,Full Mirror,MauiPure,0,16076,inStock
MM407-018,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-018_front.jpg,Gloss Black,MAUI Sunrise,Full Mirror,MauiBrilliant,0,16076,inStock
MM407-019,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-019_front.jpg,Tortoise,MAUI Sunrise,Full Mirror,MauiBrilliant,0,16076,inStock
MM407-020,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-020_front.jpg,Smoke Grey,MAUI Sunrise,Full Mirror,MauiBrilliant,0,6955,inStock
MM407-021,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-021_front.jpg,Gloss Black,HAWAII LAVA™,Full Mirror,MauiBrilliant,0,16076,inStock
MM407-022,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-022_front.jpg,Tortoise,HAWAII LAVA™,Full Mirror,MauiBrilliant,0,1298,inStock
MM407-023,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-023_front.jpg,Smoke Grey,HAWAII LAVA™,Full Mirror,MauiBrilliant,0,6955,inStock
MM407-025,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-025_front.jpg,Gloss Black,MAUIGreen®,Full Mirror,MauiBrilliant,0,16076,inStock
MM407-027,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-027_front.jpg,Tortoise,MAUIGreen®,Full Mirror,MauiBrilliant,0,1298,inStock
MM407-028,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-028_front.jpg,Smoke Grey,MAUIGreen®,Full Mirror,MauiBrilliant,0,6955,inStock
MM407-030,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-030_front.jpg,Shiny Transparent Blue,Neutral Grey,Bi-Gradient,MauiPure,0,2589,inStock
MM407-032,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-032_front.jpg,Shiny Transparent Cyclamen Pink,Neutral Grey,Bi-Gradient,MauiPure,0,2729,inStock
MM407-033,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-033_front.jpg,Shiny Transparent Light Green,Neutral Grey,Bi-Gradient,MauiPure,0,1499,inStock
MM407-035,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-035_front.jpg,Shiny Crystal,Blue Hawaii,Full Mirror,MauiPure,0,4618,inStock
MM407-036,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-036_front.jpg,Shiny Transparent Cyclamen Pink,Blue Hawaii,Full Mirror,MauiPure,0,2729,inStock
MM407-037,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-037_front.jpg,Shiny Transparent Light Green,Blue Hawaii,Full Mirror,MauiPure,0,1499,inStock
MM407-038,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-038_front.jpg,Shiny Transparent Blue,Maui HT™,Bi-Gradient,MauiPure,0,2589,inStock
MM407-039,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-039_front.jpg,Shiny Crystal,Maui HT™,Bi-Gradient,MauiPure,0,4618,inStock
MM407-040,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-040_front.jpg,Shiny Transparent Cyclamen Pink,Maui HT™,Bi-Gradient,MauiPure,0,2729,inStock
MM407-042,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-042_front.jpg,Shiny Transparent Blue,MAUI Sunrise,Full Mirror,MauiPure,0,2589,inStock
MM407-043,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-043_front.jpg,Shiny Crystal,MAUI Sunrise,Full Mirror,MauiPure,0,4618,inStock
MM407-045,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-045_front.jpg,Shiny Transparent Light Green,MAUI Sunrise,Full Mirror,MauiPure,0,1499,inStock
MM407-046,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-046_front.jpg,Shiny Crystal,Neutral Grey,Bi-Gradient,MauiBrilliant,0,4618,inStock
MM407-047,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-047_front.jpg,Shiny Transparent Cyclamen Pink,Neutral Grey,Bi-Gradient,MauiBrilliant,0,2729,inStock
MM407-048,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-048_front.jpg,Shiny Transparent Blue,Neutral Grey,Bi-Gradient,MauiBrilliant,0,2589,inStock
MM407-049,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-049_front.jpg,Shiny Transparent Light Green,Neutral Grey,Bi-Gradient,MauiBrilliant,0,1499,inStock
MM407-050,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-050_front.jpg,Shiny Crystal,HCL® Bronze,Bi-Gradient,MauiBrilliant,0,4618,inStock
MM407-051,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-051_front.jpg,Shiny Transparent Cyclamen Pink,HCL® Bronze,Bi-Gradient,MauiBrilliant,0,2729,inStock
MM407-052,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-052_front.jpg,Shiny Transparent Blue,HCL® Bronze,Bi-Gradient,MauiBrilliant,0,2589,inStock
MM407-053,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-053_front.jpg,Shiny Transparent Light Green,HCL® Bronze,Bi-Gradient,MauiBrilliant,0,1499,inStock
MM407-054,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-054_front.jpg,Shiny Crystal,Maui Rose®,Bi-Gradient,MauiBrilliant,0,4618,inStock
MM407-055,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-055_front.jpg,Shiny Transparent Cyclamen Pink,Maui Rose®,Bi-Gradient,MauiBrilliant,0,2729,inStock
MM407-056,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-056_front.jpg,Shiny Transparent Blue,Maui Rose®,Bi-Gradient,MauiBrilliant,0,2589,inStock
MM407-057,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-057_front.jpg,Shiny Transparent Light Green,Maui Rose®,Bi-Gradient,MauiBrilliant,0,1499,inStock
MM407-058,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-058_front.jpg,Shiny Crystal,Maui HT™,Bi-Gradient,MauiBrilliant,0,4618,inStock
MM407-059,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-059_front.jpg,Shiny Transparent Cyclamen Pink,Maui HT™,Bi-Gradient,MauiBrilliant,0,2729,inStock
MM407-060,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-060_front.jpg,Shiny Transparent Blue,Maui HT™,Bi-Gradient,MauiBrilliant,0,2589,inStock
MM407-061,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-061_front.jpg,Shiny Transparent Light Green,Maui HT™,Bi-Gradient,MauiBrilliant,0,1499,inStock
MM407-062,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-062_front.jpg,Shiny Crystal,Blue Hawaii,Full Mirror,MauiBrilliant,0,4618,inStock
MM407-063,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-063_front.jpg,Shiny Transparent Cyclamen Pink,Blue Hawaii,Full Mirror,MauiBrilliant,0,2729,inStock
MM407-064,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-064_front.jpg,Shiny Transparent Blue,Blue Hawaii,Full Mirror,MauiBrilliant,0,2589,inStock
MM407-065,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-065_front.jpg,Shiny Transparent Light Green,Blue Hawaii,Full Mirror,MauiBrilliant,0,1499,inStock
MM407-066,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-066_front.jpg,Shiny Crystal,MAUI Sunrise,Full Mirror,MauiBrilliant,0,4618,inStock
MM407-067,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-067_front.jpg,Shiny Transparent Cyclamen Pink,MAUI Sunrise,Full Mirror,MauiBrilliant,0,2729,inStock
MM407-068,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-068_front.jpg,Shiny Transparent Blue,MAUI Sunrise,Full Mirror,MauiBrilliant,0,2589,inStock
MM407-069,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-069_front.jpg,Shiny Transparent Light Green,MAUI Sunrise,Full Mirror,MauiBrilliant,0,1499,inStock
MM407-070,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-070_front.jpg,Shiny Crystal,HAWAII LAVA™,Full Mirror,MauiBrilliant,0,4618,inStock
MM407-071,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-071_front.jpg,Shiny Transparent Cyclamen Pink,HAWAII LAVA™,Full Mirror,MauiBrilliant,0,2729,inStock
MM407-072,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-072_front.jpg,Shiny Transparent Blue,HAWAII LAVA™,Full Mirror,MauiBrilliant,0,2589,inStock
MM407-073,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-073_front.jpg,Shiny Transparent Light Green,HAWAII LAVA™,Full Mirror,MauiBrilliant,0,1499,inStock
MM407-074,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-074_front.jpg,Shiny Crystal,MAUIGreen®,Full Mirror,MauiBrilliant,0,4618,inStock
MM407-075,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-075_front.jpg,Shiny Transparent Cyclamen Pink,MAUIGreen®,Full Mirror,MauiBrilliant,0,2729,inStock
MM407-076,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-076_front.jpg,Shiny Transparent Blue,MAUIGreen®,Full Mirror,MauiBrilliant,0,2589,inStock
MM407-077,MM407,HO'OKIPA,8,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407/MM407-077_front.jpg,Shiny Transparent Light Green,MAUIGreen®,Full Mirror,MauiBrilliant,0,1499,inStock
MM407N-001,MM407N,HO'OKIPA ASIAN FIT,6,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407N/MM407N-001_front.jpg,Gloss Black,HCL® Bronze,Bi-Gradient,MauiPure,0,16076,inStock
MM407N-002,MM407N,HO'OKIPA ASIAN FIT,6,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407N/MM407N-002_front.jpg,Gloss Black,Maui Rose®,Bi-Gradient,MauiPure,0,16076,inStock
MM407N-003,MM407N,HO'OKIPA ASIAN FIT,6,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407N/MM407N-003_front.jpg,Gloss Black,Maui HT™,Bi-Gradient,MauiPure,0,16076,inStock
MM407N-004,MM407N,HO'OKIPA ASIAN FIT,6,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407N/MM407N-004_front.jpg,Tortoise,Neutral Grey,Bi-Gradient,MauiPure,0,26,inStock
MM407N-005,MM407N,HO'OKIPA ASIAN FIT,6,14,64,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/407N/MM407N-005_front.jpg,Tortoise,Maui HT™,Bi-Gradient,MauiPure,0,26,inStock
MM408-002,MM408,SANDY BEACH,8,14,56,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/408/MM408-002_front.jpg,Gloss Black,HCL® Bronze,Bi-Gradient,Maui Evolution®,0,461,inStock
MM408-004,MM408,SANDY BEACH,8,14,56,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/408/MM408-004_front.jpg,Gloss Black,Maui Rose®,Bi-Gradient,MauiBrilliant,0,461,inStock
MM408-005,MM408,SANDY BEACH,8,14,56,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/408/MM408-005_front.jpg,Gloss Black,HCL® Bronze,Bi-Gradient,MauiPure,0,461,inStock
MM408-007,MM408,SANDY BEACH,8,14,56,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/408/MM408-007_front.jpg,Tortoise,Neutral Grey,Bi-Gradient,MauiBrilliant,0,461,inStock
MM408-009,MM408,SANDY BEACH,8,14,56,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/408/MM408-009_front.jpg,Tortoise,Maui HT™,Bi-Gradient,MauiBrilliant,0,461,inStock
MM408-011,MM408,SANDY BEACH,8,14,56,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/408/MM408-011_front.jpg,Tortoise,Neutral Grey,Bi-Gradient,MauiPure,0,461,inStock
MM408-012,MM408,SANDY BEACH,8,14,56,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/408/MM408-012_front.jpg,Gloss Black,Blue Hawaii,Full Mirror,MauiBrilliant,0,461,inStock
MM408-013,MM408,SANDY BEACH,8,14,56,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/408/MM408-013_front.jpg,Tortoise,Blue Hawaii,Full Mirror,MauiBrilliant,0,461,inStock
MM408-014,MM408,SANDY BEACH,8,14,56,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/408/MM408-014_front.jpg,Gloss Black,MAUI Sunrise,Full Mirror,MauiBrilliant,0,461,inStock
MM408-015,MM408,SANDY BEACH,8,14,56,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/408/MM408-015_front.jpg,Tortoise,MAUI Sunrise,Full Mirror,MauiBrilliant,0,461,inStock
MM408-016,MM408,SANDY BEACH,8,14,56,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/408/MM408-016_front.jpg,Gloss Black,HAWAII LAVA™,Full Mirror,MauiBrilliant,0,461,inStock
MM408-017,MM408,SANDY BEACH,8,14,56,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/408/MM408-017_front.jpg,Tortoise,HAWAII LAVA™,Full Mirror,MauiBrilliant,0,164,inStock
MM408-018,MM408,SANDY BEACH,8,14,56,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/408/MM408-018_front.jpg,Gloss Black,MAUIGreen®,Full Mirror,MauiBrilliant,0,461,inStock
MM408-019,MM408,SANDY BEACH,8,14,56,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/408/MM408-019_front.jpg,Tortoise,MAUIGreen®,Full Mirror,MauiBrilliant,0,164,inStock
MR408-001,MM408,SANDY BEACH,8,14,56,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/408/MM408-005_front.jpg,Gloss Black,HCL® Bronze,Bi-Gradient,Readers,1.5,95,inStock
MR408-002,MM408,SANDY BEACH,8,14,56,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/408/MM408-005_front.jpg,Gloss Black,HCL® Bronze,Bi-Gradient,Readers,2,92,inStock
MR408-003,MM408,SANDY BEACH,8,14,56,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/408/MM408-005_front.jpg,Gloss Black,HCL® Bronze,Bi-Gradient,Readers,2.5,91,inStock
MR408-004,MM408,SANDY BEACH,8,14,56,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/408/MM408-003_front.jpg,Gloss Black,Maui HT™,Bi-Gradient,Readers,1.5,99,inStock
MR408-005,MM408,SANDY BEACH,8,14,56,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/408/MM408-003_front.jpg,Gloss Black,Maui HT™,Bi-Gradient,Readers,2,97,inStock
MR408-006,MM408,SANDY BEACH,8,14,56,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/408/MM408-003_front.jpg,Gloss Black,Maui HT™,Bi-Gradient,Readers,2.5,95,inStock
MR408-007,MM408,SANDY BEACH,8,14,56,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/408/MM408-001_front.jpg,Gloss Black,Neutral Grey,Bi-Gradient,Readers,1.5,13,inStock
MR408-008,MM408,SANDY BEACH,8,14,56,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/408/MM408-001_front.jpg,Gloss Black,Neutral Grey,Bi-Gradient,Readers,2,999,inStock
MR408-009,MM408,SANDY BEACH,8,14,56,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/408/MM408-001_front.jpg,Gloss Black,Neutral Grey,Bi-Gradient,Readers,2.5,11,inStock
MR408-010,MM408,SANDY BEACH,8,14,56,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/408/MM408-006_front.jpg,Gloss Black,Maui Rose®,Bi-Gradient,Readers,1.5,96,inStock
MR408-011,MM408,SANDY BEACH,8,14,56,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/408/MM408-006_front.jpg,Gloss Black,Maui Rose®,Bi-Gradient,Readers,2,94,inStock
MR408-012,MM408,SANDY BEACH,8,14,56,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/408/MM408-006_front.jpg,Gloss Black,Maui Rose®,Bi-Gradient,Readers,2.5,93,inStock
MR408-013,MM408,SANDY BEACH,8,14,56,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/408/MM408-008_front.jpg,Tortoise,HCL® Bronze,Bi-Gradient,Readers,1.5,999,inStock
MR408-014,MM408,SANDY BEACH,8,14,56,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/408/MM408-008_front.jpg,Tortoise,HCL® Bronze,Bi-Gradient,Readers,2,999,inStock
MR408-015,MM408,SANDY BEACH,8,14,56,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/408/MM408-008_front.jpg,Tortoise,HCL® Bronze,Bi-Gradient,Readers,2.5,999,inStock
MR408-016,MM408,SANDY BEACH,8,14,56,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/408/MM408-009_front.jpg,Tortoise,Maui HT™,Bi-Gradient,Readers,1.5,95,inStock
MR408-017,MM408,SANDY BEACH,8,14,56,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/408/MM408-009_front.jpg,Tortoise,Maui HT™,Bi-Gradient,Readers,2,97,inStock
MR408-018,MM408,SANDY BEACH,8,14,56,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/408/MM408-009_front.jpg,Tortoise,Maui HT™,Bi-Gradient,Readers,2.5,95,inStock
